n,gamma,k,seed,testMode,model,trainObj,testMean,cvar10,q05,worst,regretToBest,supportCR,supportTail,selectedCount
60,0.2,12,3,adverse,CVaR-CR-SHP,1072.74435655158,1072.74435655158,1072.74435655158,1072.74435655158,1072.74435655158,152.584522985346,121,1,12
60,0.2,12,3,adverse,Mixed,1140.07686817744,1176.99700253673,889.977139772718,889.977139772718,889.977139772718,48.3318770001995,121,1,6
60,0.2,12,4,independent,Nominal,1639.32009287406,1635.05551176107,1517.46660083484,1526.44797560678,1292.44911482008,0,121,1,0
60,0.2,12,4,independent,CR-SHP,1269.14905381571,1635.05551176107,1517.46660083484,1526.44797560678,1292.44911482008,0,121,1,0
60,0.2,12,4,independent,CVaR-CR-SHP,1089.58123723854,1089.58123723851,1089.58123723854,1089.58123723854,1089.58123723854,545.474274522557,121,1,12
60,0.2,12,4,independent,Mixed,1183.61634296003,1464.16311686502,1400.9311552246,1407.74721109805,1277.10059435666,170.89239489605,121,1,5
60,0.2,12,4,gaussian06,Nominal,1639.32009287406,1460.06419815757,803.752874896232,811.786624910738,682.152982310312,0,121,1,0
60,0.2,12,4,gaussian06,CR-SHP,1269.14905381571,1460.06419815757,803.752874896232,811.786624910738,682.152982310312,0,121,1,0
60,0.2,12,4,gaussian06,CVaR-CR-SHP,1089.58123723854,1089.58123723851,1089.58123723854,1089.58123723854,1089.58123723854,370.482960919053,121,1,12
60,0.2,12,4,gaussian06,Mixed,1183.61634296003,1362.60360315481,976.040571381417,975.316080366202,900.259373233979,97.4605950027528,121,1,5
60,0.2,12,4,comonotone,Nominal,1639.32009287406,1274.89420190297,682.152982310312,682.152982310312,682.152982310312,0,121,1,0
60,0.2,12,4,comonotone,CR-SHP,1269.14905381571,1274.89420190297,682.152982310312,682.152982310312,682.152982310312,0,121,1,0
60,0.2,12,4,comonotone,CVaR-CR-SHP,1089.58123723854,1089.58123723851,1089.58123723854,1089.58123723854,1089.58123723854,185.312964664458,121,1,12
60,0.2,12,4,comonotone,Mixed,1183.61634296003,1237.88610952,900.259373233978,900.259373233979,900.259373233979,37.0080923829698,121,1,5
60,0.2,12,4,t_copula06,Nominal,1639.32009287406,1467.33844524292,801.534985198728,803.279169565646,682.152982310312,0,121,1,0
60,0.2,12,4,t_copula06,CR-SHP,1269.14905381571,1467.33844524292,801.534985198728,803.279169565646,682.152982310312,0,121,1,0
60,0.2,12,4,t_copula06,CVaR-CR-SHP,1089.58123723854,1089.58123723851,1089.58123723854,1089.58123723854,1089.58123723854,377.75720800441,121,1,12
60,0.2,12,4,t_copula06,Mixed,1183.61634296003,1367.5275563492,977.606823953788,982.227481529479,900.259373233979,99.8108888937229,121,1,5
60,0.2,12,4,adverse,Nominal,1639.32009287406,1269.14905381571,682.152982310312,682.152982310312,682.152982310312,0,121,1,0
60,0.2,12,4,adverse,CR-SHP,1269.14905381571,1269.14905381571,682.152982310312,682.152982310312,682.152982310312,0,121,1,0
60,0.2,12,4,adverse,CVaR-CR-SHP,1089.58123723854,1089.58123723854,1089.58123723854,1089.58123723854,1089.58123723854,179.567816577171,121,1,12
60,0.2,12,4,adverse,Mixed,1183.61634296003,1231.33774126673,900.259373233979,900.259373233979,900.259373233979,37.8113125489836,121,1,5
60,0.2,12,5,independent,Nominal,1610.83557387096,1609.9599067499,1493.55062630116,1504.79653595024,1350.3753056417,0,121,1,0
60,0.2,12,5,independent,CR-SHP,1264.63829932949,1609.9599067499,1493.55062630116,1504.79653595024,1350.3753056417,0,121,1,0
60,0.2,12,5,independent,CVaR-CR-SHP,1113.14220132492,1113.14220132492,1113.14220132492,1113.14220132492,1113.14220132492,496.817705424978,121,1,12
60,0.2,12,5,independent,Mixed,1177.70689183368,1455.14402437981,1376.26344373841,1381.97760156922,1282.1937134351,154.815882370094,121,1,5
60,0.2,12,5,gaussian06,Nominal,1610.83557387096,1452.19569310445,800.199857866978,798.256853913166,680.061832620303,0,121,1,0
60,0.2,12,5,gaussian06,CR-SHP,1264.63829932949,1452.19569310445,800.199857866978,798.256853913166,680.061832620303,0,121,1,0
60,0.2,12,5,gaussian06,CVaR-CR-SHP,1113.14220132492,1113.14220132492,1113.14220132492,1113.14220132492,1113.14220132492,339.053491779523,121,1,12
60,0.2,12,5,gaussian06,Mixed,1177.70689183368,1362.27427282122,968.745582211711,965.489585940171,899.778583406798,89.9214202832304,121,1,5
60,0.2,12,5,comonotone,Nominal,1610.83557387096,1280.0813550141,680.061832620303,680.061832620303,680.061832620303,0,121,1,0
60,0.2,12,5,comonotone,CR-SHP,1264.63829932949,1280.0813550141,680.061832620303,680.061832620303,680.061832620303,0,121,1,0
60,0.2,12,5,comonotone,CVaR-CR-SHP,1113.14220132492,1113.14220132492,1113.14220132492,1113.14220132492,1113.14220132492,166.939153689177,121,1,12
60,0.2,12,5,comonotone,Mixed,1177.70689183368,1245.87971022596,899.778583406796,899.778583406798,899.778583406798,34.2016447881424,121,1,5
60,0.2,12,5,t_copula06,Nominal,1610.83557387096,1456.39115537897,797.658938284175,795.483691252568,680.061832620303,0,121,1,0
60,0.2,12,5,t_copula06,CR-SHP,1264.63829932949,1456.39115537897,797.658938284175,795.483691252568,680.061832620303,0,121,1,0
60,0.2,12,5,t_copula06,CVaR-CR-SHP,1113.14220132492,1113.14220132492,1113.14220132492,1113.14220132492,1113.14220132492,343.248954054045,121,1,12
60,0.2,12,5,t_copula06,Mixed,1177.70689183368,1366.46660670314,971.624808357385,968.229235811446,899.778583406798,89.9245486758302,121,1,5
60,0.2,12,5,adverse,Nominal,1610.83557387096,1264.63829932949,680.061832620303,680.061832620303,680.061832620303,0,121,1,0
60,0.2,12,5,adverse,CR-SHP,1264.63829932949,1264.63829932949,680.061832620303,680.061832620303,680.061832620303,0,121,1,0
60,0.2,12,5,adverse,CVaR-CR-SHP,1113.14220132492,1113.14220132492,1113.14220132492,1113.14220132492,1113.14220132492,151.496098004569,121,1,12
60,0.2,12,5,adverse,Mixed,1177.70689183368,1234.75475817487,899.778583406798,899.778583406798,899.778583406798,29.8835411546252,121,1,5
60,0.2,12,6,independent,Nominal,1595.4045278549,1596.11112761299,1480.06662267243,1488.3571137245,1323.76899757016,0,121,1,0
60,0.2,12,6,independent,CR-SHP,1278.82969095938,1596.11112761299,1480.06662267243,1488.3571137245,1323.76899757016,0,121,1,0
60,0.2,12,6,independent,CVaR-CR-SHP,1107.33092769684,1107.33092769686,1107.33092769684,1107.33092769684,1107.33092769684,488.780199916134,121,1,12
60,0.2,12,6,independent,Mixed,1183.16795827434,1465.5378664655,1392.13973142739,1397.38755026261,1287.29998629472,130.573261147496,121,1,4
60,0.2,12,6,gaussian06,Nominal,1595.4045278549,1456.55218870593,851.154462542698,851.287764849829,733.821686594216,0,121,1,0
60,0.2,12,6,gaussian06,CR-SHP,1278.82969095938,1456.55218870593,851.154462542698,851.287764849829,733.821686594216,0,121,1,0
60,0.2,12,6,gaussian06,CVaR-CR-SHP,1107.33092769684,1107.33092769686,1107.33092769684,1107.33092769684,1107.33092769684,349.221261009072,121,1,12
60,0.2,12,6,gaussian06,Mixed,1183.16795827434,1377.06200991714,985.370253445251,985.468684449608,903.099080880087,79.4901787887961,121,1,4
60,0.2,12,6,comonotone,Nominal,1595.4045278549,1278.51705142575,733.821686594215,733.821686594216,733.821686594216,0,121,1,0
60,0.2,12,6,comonotone,CR-SHP,1278.82969095938,1278.51705142575,733.821686594215,733.821686594216,733.821686594216,0,121,1,0
60,0.2,12,6,comonotone,CVaR-CR-SHP,1107.33092769684,1107.33092769686,1107.33092769684,1107.33092769684,1107.33092769684,171.186123728893,121,1,12
60,0.2,12,6,comonotone,Mixed,1183.16795827434,1250.49138644446,903.099080880086,903.099080880087,903.099080880087,28.0256649812943,121,1,4
60,0.2,12,6,t_copula06,Nominal,1595.4045278549,1456.14749119571,841.292145798255,842.996255312062,733.821686594216,0,121,1,0
60,0.2,12,6,t_copula06,CR-SHP,1278.82969095938,1456.14749119571,841.292145798255,842.996255312062,733.821686594216,0,121,1,0
60,0.2,12,6,t_copula06,CVaR-CR-SHP,1107.33092769684,1107.33092769686,1107.33092769684,1107.33092769684,1107.33092769684,348.816563498846,121,1,12
60,0.2,12,6,t_copula06,Mixed,1183.16795827434,1376.6176100358,979.152056598177,976.538007394169,903.099080880087,79.5298811599057,121,1,4
60,0.2,12,6,adverse,Nominal,1595.4045278549,1278.82969095938,733.821686594216,733.821686594216,733.821686594216,0,121,1,0
60,0.2,12,6,adverse,CR-SHP,1278.82969095938,1278.82969095938,733.821686594216,733.821686594216,733.821686594216,0,121,1,0
60,0.2,12,6,adverse,CVaR-CR-SHP,1107.33092769684,1107.33092769684,1107.33092769684,1107.33092769684,1107.33092769684,171.498763262545,121,1,12
60,0.2,12,6,adverse,Mixed,1183.16795827434,1249.65073195059,903.099080880087,903.099080880087,903.099080880087,29.1789590087894,121,1,4
60,0.2,12,7,independent,Nominal,1593.20403737574,1591.5295522904,1460.22437272715,1469.80131526914,1327.49497266273,0,121,1,0
60,0.2,12,7,independent,CR-SHP,1248.27988098283,1591.5295522904,1460.22437272715,1469.80131526914,1327.49497266273,0,121,1,0
60,0.2,12,7,independent,CVaR-CR-SHP,1060.42219263419,1060.4221926342,1060.42219263419,1060.42219263419,1060.42219263419,531.107359656202,121,1,12
60,0.2,12,7,independent,Mixed,1136.3066067817,1459.68339540017,1367.2023213557,1375.34056083702,1244.67551813688,131.846156890224,121,1,4
60,0.2,12,7,gaussian06,Nominal,1593.20403737574,1434.43131856109,763.215326054722,762.698433597722,645.522923164242,0,121,1,0
60,0.2,12,7,gaussian06,CR-SHP,1248.27988098283,1434.43131856109,763.215326054722,762.698433597722,645.522923164242,0,121,1,0
60,0.2,12,7,gaussian06,CVaR-CR-SHP,1060.42219263419,1060.4221926342,1060.42219263419,1060.42219263419,1060.42219263419,374.009125926895,121,1,12
60,0.2,12,7,gaussian06,Mixed,1136.3066067817,1354.87365449441,902.716416397663,903.575704098364,811.422918648435,79.5576640666818,121,1,4
60,0.2,12,7,comonotone,Nominal,1593.20403737574,1257.67722001767,645.522923164243,645.522923164242,645.522923164242,0,121,1,0
60,0.2,12,7,comonotone,CR-SHP,1248.27988098283,1257.67722001767,645.522923164243,645.522923164242,645.522923164242,0,121,1,0
60,0.2,12,7,comonotone,CVaR-CR-SHP,1060.42219263419,1060.4221926342,1060.42219263419,1060.42219263419,1060.42219263419,197.255027383475,121,1,12
60,0.2,12,7,comonotone,Mixed,1136.3066067817,1222.07526055622,811.422918648435,811.422918648435,811.422918648435,35.6019594614565,121,1,4
60,0.2,12,7,t_copula06,Nominal,1593.20403737574,1441.4932730938,773.019302844177,769.149358770902,645.522923164242,0,121,1,0
60,0.2,12,7,t_copula06,CR-SHP,1248.27988098283,1441.4932730938,773.019302844177,769.149358770902,645.522923164242,0,121,1,0
60,0.2,12,7,t_copula06,CVaR-CR-SHP,1060.42219263419,1060.4221926342,1060.42219263419,1060.42219263419,1060.42219263419,381.071080459599,121,1,12
60,0.2,12,7,t_copula06,Mixed,1136.3066067817,1360.60152090712,910.917634638425,916.059154465079,811.422918648435,80.891752186672,121,1,4
60,0.2,12,7,adverse,Nominal,1593.20403737574,1248.27988098283,645.522923164242,645.522923164242,645.522923164242,0,121,1,0
60,0.2,12,7,adverse,CR-SHP,1248.27988098283,1248.27988098283,645.522923164242,645.522923164242,645.522923164242,0,121,1,0
60,0.2,12,7,adverse,CVaR-CR-SHP,1060.42219263419,1060.42219263419,1060.42219263419,1060.42219263419,1060.42219263419,187.85768834864,121,1,12
60,0.2,12,7,adverse,Mixed,1136.3066067817,1215.90598197129,811.422918648435,811.422918648435,811.422918648435,32.3738990115344,121,1,4
60,0.2,12,8,independent,Nominal,1570.87734674965,1571.38390209337,1465.33061806194,1474.89849798807,1356.81332400336,0,121,1,0
60,0.2,12,8,independent,CR-SHP,1256.66353002835,1571.38390209337,1465.33061806194,1474.89849798807,1356.81332400336,0,121,1,0
60,0.2,12,8,independent,CVaR-CR-SHP,1124.52358875818,1124.52358875819,1124.52358875818,1124.52358875818,1124.52358875818,446.860313335173,121,1,12
60,0.2,12,8,independent,Mixed,1158.77367606392,1340.20022582812,1293.37841924446,1296.81084396662,1245.87013013564,231.183676265246,121,1,7
60,0.2,12,8,gaussian06,Nominal,1570.87734674965,1429.19215812342,803.498363786275,801.962740060723,656.691718766024,0,121,1,0
60,0.2,12,8,gaussian06,CR-SHP,1256.66353002835,1429.19215812342,803.498363786275,801.962740060723,656.691718766024,0,121,1,0
60,0.2,12,8,gaussian06,CVaR-CR-SHP,1124.52358875818,1124.52358875819,1124.52358875818,1124.52358875818,1124.52358875818,304.668569365225,121,1,12
60,0.2,12,8,gaussian06,Mixed,1158.77367606392,1285.43734892974,1040.45847161424,1045.15872757931,976.671599152303,143.754809193675,121,1,7
60,0.2,12,8,comonotone,Nominal,1570.87734674965,1257.20231847446,656.691718766023,656.691718766024,656.691718766024,0,121,1,0
60,0.2,12,8,comonotone,CR-SHP,1256.66353002835,1257.20231847446,656.691718766023,656.691718766024,656.691718766024,0,121,1,0
60,0.2,12,8,comonotone,CVaR-CR-SHP,1124.52358875818,1124.52358875819,1124.52358875818,1124.52358875818,1124.52358875818,132.678729716269,121,1,12
60,0.2,12,8,comonotone,Mixed,1158.77367606392,1201.59577930902,976.671599152304,976.671599152303,976.671599152303,55.6065391654442,121,1,7
60,0.2,12,8,t_copula06,Nominal,1570.87734674965,1440.09004543126,809.838203483845,806.471311933197,656.691718766024,0,121,1,0
60,0.2,12,8,t_copula06,CR-SHP,1256.66353002835,1440.09004543126,809.838203483845,806.471311933197,656.691718766024,0,121,1,0
60,0.2,12,8,t_copula06,CVaR-CR-SHP,1124.52358875818,1124.52358875819,1124.52358875818,1124.52358875818,1124.52358875818,315.566456673066,121,1,12
60,0.2,12,8,t_copula06,Mixed,1158.77367606392,1290.70690896531,1047.20596495011,1049.12546413043,976.671599152303,149.383136465951,121,1,7
60,0.2,12,8,adverse,Nominal,1570.87734674965,1256.66353002835,656.691718766024,656.691718766024,656.691718766024,0,121,1,0
60,0.2,12,8,adverse,CR-SHP,1256.66353002835,1256.66353002835,656.691718766024,656.691718766024,656.691718766024,0,121,1,0
60,0.2,12,8,adverse,CVaR-CR-SHP,1124.52358875818,1124.52358875818,1124.52358875818,1124.52358875818,1124.52358875818,132.13994127017,121,1,12
60,0.2,12,8,adverse,Mixed,1158.77367606392,1199.36178487187,976.671599152303,976.671599152303,976.671599152303,57.3017451564831,121,1,7
60,0.5,30,1,independent,Nominal,3245.38109554242,3250.24433666159,2951.43882183677,2967.45814314338,2643.81641811147,0,121,1,0
60,0.5,30,1,independent,CR-SHP,2723.05005379,3212.91337921734,2950.8249222219,2963.21091037851,2682.54550971204,37.3309574442546,121,1,4
60,0.5,30,1,independent,CVaR-CR-SHP,2446.44929679583,2446.4492967958,2446.44929679582,2446.44929679583,2446.44929679583,803.795039865793,121,1,30
60,0.5,30,1,independent,Mixed,2532.51842974636,2900.61164870278,2790.67948513051,2801.86720911747,2561.62283058012,349.632687958811,121,1,20
60,0.5,30,1,gaussian06,Nominal,3245.38109554242,2969.36327708055,1550.18802166323,1543.8782480437,1325.27995533746,0,121,1,0
60,0.5,30,1,gaussian06,CR-SHP,2723.05005379,2956.30905915386,1727.55803573463,1730.9921813484,1527.50340882694,13.0542179266831,121,1,4
60,0.5,30,1,gaussian06,CVaR-CR-SHP,2446.44929679583,2446.4492967958,2446.44929679582,2446.44929679583,2446.44929679583,522.913980284744,121,1,30
60,0.5,30,1,gaussian06,Mixed,2532.51842974636,2766.85479880725,2249.86801342845,2251.51706148944,2166.12776751479,202.508478273296,121,1,20
60,0.5,30,1,comonotone,Nominal,3245.38109554242,2762.73656306676,1325.27995533745,1325.27995533746,1325.27995533746,2.30869472765971,121,1,0
60,0.5,30,1,comonotone,CR-SHP,2723.05005379,2765.04525779442,1527.50340882694,1527.50340882694,1527.50340882694,0,121,1,4
60,0.5,30,1,comonotone,CVaR-CR-SHP,2446.44929679583,2446.4492967958,2446.44929679582,2446.44929679583,2446.44929679583,318.595960998617,121,1,30
60,0.5,30,1,comonotone,Mixed,2532.51842974636,2637.9005280178,2166.12776751479,2166.12776751479,2166.12776751479,127.144729776617,121,1,20
60,0.5,30,1,t_copula06,Nominal,3245.38109554242,2989.07574977599,1539.30557813883,1544.28821790947,1325.27995533746,0,121,1,0
60,0.5,30,1,t_copula06,CR-SHP,2723.05005379,2974.57656818368,1717.90263026779,1726.40525680952,1527.50340882694,14.4991815923104,121,1,4
60,0.5,30,1,t_copula06,CVaR-CR-SHP,2446.44929679583,2446.4492967958,2446.44929679582,2446.44929679583,2446.44929679583,542.626452980189,121,1,30
60,0.5,30,1,t_copula06,Mixed,2532.51842974636,2776.38398409164,2246.66350950671,2246.98575632589,2166.12776751479,212.691765684351,121,1,20
60,0.5,30,1,adverse,Nominal,3245.38109554242,2717.17348835336,1325.27995533746,1325.27995533746,1325.27995533746,5.87656543663888,121,1,0
60,0.5,30,1,adverse,CR-SHP,2723.05005379,2723.05005379,1527.50340882694,1527.50340882694,1527.50340882694,0,121,1,4
60,0.5,30,1,adverse,CVaR-CR-SHP,2446.44929679583,2446.44929679583,2446.44929679583,2446.44929679583,2446.44929679583,276.600756994175,121,1,30
60,0.5,30,1,adverse,Mixed,2532.51842974636,2615.5049165956,2166.12776751479,2166.12776751479,2166.12776751479,107.545137194402,121,1,20
60,0.5,30,2,independent,Nominal,3207.69387937362,3206.18675266309,2917.15329891839,2933.80020655258,2611.76611034946,0,121,1,0
60,0.5,30,2,independent,CR-SHP,2672.38286360955,3171.08063233361,2907.65258550273,2925.08463298696,2598.79853936812,35.1061203294803,121,1,4
60,0.5,30,2,independent,CVaR-CR-SHP,2422.79600853225,2422.79600853224,2422.79600853225,2422.79600853225,2422.79600853225,783.390744130851,121,1,30
60,0.5,30,2,independent,Mixed,2504.98628806967,2825.10167396172,2725.52601100141,2734.94935039289,2598.39053092616,381.085078701373,121,1,21
60,0.5,30,2,gaussian06,Nominal,3207.69387937362,2909.03878298931,1425.39976042731,1427.54062094607,1220.36898354451,0,121,1,0
60,0.5,30,2,gaussian06,CR-SHP,2672.38286360955,2900.01023239143,1599.80047064186,1598.43806381001,1423.47984302563,9.02855059787908,121,1,4
60,0.5,30,2,gaussian06,CVaR-CR-SHP,2422.79600853225,2422.79600853224,2422.79600853225,2422.79600853225,2422.79600853225,486.242774457067,121,1,30
60,0.5,30,2,gaussian06,Mixed,2504.98628806967,2711.48129419338,2258.01020160068,2255.02109907614,2184.12047795112,197.557488795923,121,1,21
60,0.5,30,2,comonotone,Nominal,3207.69387937362,2659.13257864339,1220.36898354451,1220.36898354451,1220.36898354451,6.70556676626484,121,1,0
60,0.5,30,2,comonotone,CR-SHP,2672.38286360955,2665.83814540965,1423.47984302563,1423.47984302563,1423.47984302563,0,121,1,4
60,0.5,30,2,comonotone,CVaR-CR-SHP,2422.79600853225,2422.79600853224,2422.79600853225,2422.79600853225,2422.79600853225,243.042136877413,121,1,30
60,0.5,30,2,comonotone,Mixed,2504.98628806967,2582.70019157977,2184.12047795112,2184.12047795112,2184.12047795112,83.137953829887,121,1,21
60,0.5,30,2,t_copula06,Nominal,3207.69387937362,2937.30019640127,1438.28174922094,1429.29671627305,1220.36898354451,0,121,1,0
60,0.5,30,2,t_copula06,CR-SHP,2672.38286360955,2923.51020009726,1612.9062000331,1604.35536704538,1423.47984302563,13.7899963040168,121,1,4
60,0.5,30,2,t_copula06,CVaR-CR-SHP,2422.79600853225,2422.79600853224,2422.79600853225,2422.79600853225,2422.79600853225,514.504187869034,121,1,30
60,0.5,30,2,t_copula06,Mixed,2504.98628806967,2720.04868228496,2266.239729259,2267.63479025783,2184.12047795112,217.251514116315,121,1,21
60,0.5,30,2,adverse,Nominal,3207.69387937362,2667.09259948681,1220.36898354451,1220.36898354451,1220.36898354451,5.29026412274334,121,1,0
60,0.5,30,2,adverse,CR-SHP,2672.38286360955,2672.38286360955,1423.47984302563,1423.47984302563,1423.47984302563,0,121,1,4
60,0.5,30,2,adverse,CVaR-CR-SHP,2422.79600853225,2422.79600853225,2422.79600853225,2422.79600853225,2422.79600853225,249.586855077305,121,1,30
60,0.5,30,2,adverse,Mixed,2504.98628806967,2580.00615258085,2184.12047795112,2184.12047795112,2184.12047795112,92.3767110287004,121,1,21
60,0.5,30,3,independent,Nominal,3267.7131538083,3269.56407285195,2934.4354127694,2952.22995943669,2514.79019707949,0,121,1,0
60,0.5,30,3,independent,CR-SHP,2701.7764221869,3223.81473809683,2926.04233491998,2945.32208552801,2559.05533035944,45.7493347551135,121,1,4
60,0.5,30,3,independent,CVaR-CR-SHP,2385.69053743594,2385.69053743593,2385.69053743594,2385.69053743594,2385.69053743594,883.873535416011,121,1,30
60,0.5,30,3,independent,Mixed,2528.93251320434,2926.13465925205,2777.12416920485,2787.40606853575,2625.31058655495,343.429413599892,121,1,19
60,0.5,30,3,gaussian06,Nominal,3267.7131538083,2972.68998365138,1465.47003430452,1462.16040576591,1294.8009302751,0,121,1,0
60,0.5,30,3,gaussian06,CR-SHP,2701.7764221869,2950.96029616572,1637.52962157581,1635.88759890737,1481.66940427088,21.7296874856688,121,1,4
60,0.5,30,3,gaussian06,CVaR-CR-SHP,2385.69053743594,2385.69053743593,2385.69053743594,2385.69053743594,2385.69053743594,586.99944621545,121,1,30
60,0.5,30,3,gaussian06,Mixed,2528.93251320434,2771.30515142539,2199.98312666182,2195.59108574676,2135.97017528201,201.384832225995,121,1,19
60,0.5,30,3,comonotone,Nominal,3267.7131538083,2715.15745962371,1294.8009302751,1294.8009302751,1294.8009302751,0.62735546409931,121,1,0
60,0.5,30,3,comonotone,CR-SHP,2701.7764221869,2715.78481508781,1481.66940427088,1481.66940427088,1481.66940427088,0,121,1,4
60,0.5,30,3,comonotone,CVaR-CR-SHP,2385.69053743594,2385.69053743593,2385.69053743594,2385.69053743594,2385.69053743594,330.094277651872,121,1,30
60,0.5,30,3,comonotone,Mixed,2528.93251320434,2622.74429735465,2135.97017528201,2135.97017528201,2135.97017528201,93.0405177331613,121,1,19
60,0.5,30,3,t_copula06,Nominal,3267.7131538083,3000.96386979672,1475.50232591812,1465.66370286813,1294.8009302751,0,121,1,0
60,0.5,30,3,t_copula06,CR-SHP,2701.7764221869,2976.21026207681,1644.74389956108,1637.32925787887,1481.66940427088,24.7536077199106,121,1,4
60,0.5,30,3,t_copula06,CVaR-CR-SHP,2385.69053743594,2385.69053743593,2385.69053743594,2385.69053743594,2385.69053743594,615.273332360785,121,1,30
60,0.5,30,3,t_copula06,Mixed,2528.93251320434,2786.78221102845,2203.33070899946,2200.86497661832,2135.97017528201,214.18165876827,121,1,19
60,0.5,30,3,adverse,Nominal,3267.7131538083,2700.3831740984,1294.8009302751,1294.8009302751,1294.8009302751,1.39324808849778,121,1,0
60,0.5,30,3,adverse,CR-SHP,2701.7764221869,2701.7764221869,1481.66940427088,1481.66940427088,1481.66940427088,0,121,1,4
60,0.5,30,3,adverse,CVaR-CR-SHP,2385.69053743594,2385.69053743594,2385.69053743594,2385.69053743594,2385.69053743594,316.085884750958,121,1,30
60,0.5,30,3,adverse,Mixed,2528.93251320434,2609.28387440791,2135.97017528201,2135.97017528201,2135.97017528201,92.4925477789893,121,1,19
60,0.5,30,4,independent,Nominal,3374.92239667951,3365.39031080815,3032.08150443198,3056.22592283026,2532.48264976282,0,121,1,0
60,0.5,30,4,independent,CR-SHP,2819.04087996341,3330.17349394067,3029.3858516037,3049.36362015502,2617.62958361351,35.2168168674743,121,1,4
60,0.5,30,4,independent,CVaR-CR-SHP,2520.5023780032,2520.50237800321,2520.5023780032,2520.5023780032,2520.5023780032,844.887932804941,121,1,30
60,0.5,30,4,independent,Mixed,2621.09518254122,2944.09379542436,2810.36103487411,2821.1473014195,2644.86626466772,421.296515383783,121,1,21
60,0.5,30,4,gaussian06,Nominal,3374.92239667951,3076.90667400784,1566.44154835363,1570.51503700952,1386.82028927625,0,121,1,0
60,0.5,30,4,gaussian06,CR-SHP,2819.04087996341,3065.30911265919,1738.58100936165,1743.9583612472,1572.5333432004,11.5975613486503,121,1,4
60,0.5,30,4,gaussian06,CVaR-CR-SHP,2520.5023780032,2520.50237800321,2520.5023780032,2520.5023780032,2520.5023780032,556.40429600463,121,1,30
60,0.5,30,4,gaussian06,Mixed,2621.09518254122,2824.11703795643,2363.30072391426,2366.88415962295,2292.85751836946,252.789636051411,121,1,21
60,0.5,30,4,comonotone,Nominal,3374.92239667951,2823.49320381723,1386.82028927625,1386.82028927625,1386.82028927625,7.72422362461884,121,1,0
60,0.5,30,4,comonotone,CR-SHP,2819.04087996341,2831.21742744185,1572.5333432004,1572.5333432004,1572.5333432004,0,121,1,4
60,0.5,30,4,comonotone,CVaR-CR-SHP,2520.5023780032,2520.50237800321,2520.5023780032,2520.5023780032,2520.5023780032,310.715049438642,121,1,30
60,0.5,30,4,comonotone,Mixed,2621.09518254122,2698.38307864219,2292.85751836947,2292.85751836946,2292.85751836946,132.834348799653,121,1,21
60,0.5,30,4,t_copula06,Nominal,3374.92239667951,3092.24611643653,1557.10283370117,1552.36952398952,1386.82028927625,0,121,1,0
60,0.5,30,4,t_copula06,CR-SHP,2819.04087996341,3079.5583662481,1730.64192381062,1728.26231386082,1572.5333432004,12.6877501884351,121,1,4
60,0.5,30,4,t_copula06,CVaR-CR-SHP,2520.5023780032,2520.50237800321,2520.5023780032,2520.5023780032,2520.5023780032,571.743738433328,121,1,30
60,0.5,30,4,t_copula06,Mixed,2621.09518254122,2832.49058196092,2363.34892897493,2365.97566003877,2292.85751836946,259.755534475618,121,1,21
60,0.5,30,4,adverse,Nominal,3374.92239667951,2814.28220590845,1386.82028927625,1386.82028927625,1386.82028927625,4.75867405496001,121,1,0
60,0.5,30,4,adverse,CR-SHP,2819.04087996341,2819.04087996341,1572.5333432004,1572.5333432004,1572.5333432004,0,121,1,4
60,0.5,30,4,adverse,CVaR-CR-SHP,2520.5023780032,2520.5023780032,2520.5023780032,2520.5023780032,2520.5023780032,298.538501960209,121,1,30
60,0.5,30,4,adverse,Mixed,2621.09518254122,2686.05779649337,2292.85751836946,2292.85751836946,2292.85751836946,132.983083470041,121,1,21
60,0.5,30,5,independent,Nominal,3337.86648831086,3333.19723290798,3004.97970354766,3024.00247427847,2724.87773799277,0,121,1,0
60,0.5,30,5,independent,CR-SHP,2772.94781674852,3316.97877006225,3007.12029587265,3022.12362078722,2719.15050289216,16.2184628457326,121,1,2
60,0.5,30,5,independent,CVaR-CR-SHP,2515.94398607966,2515.94398607966,2515.94398607966,2515.94398607966,2515.94398607966,817.253246828327,121,1,30
60,0.5,30,5,independent,Mixed,2585.09952289117,2917.15490271232,2803.35338195203,2813.094028274,2645.84677559353,416.042330195666,121,1,21
60,0.5,30,5,gaussian06,Nominal,3337.86648831086,3037.52107030769,1471.9960703471,1463.37761606204,1285.51506342425,0,121,1,0
60,0.5,30,5,gaussian06,CR-SHP,2772.94781674852,3032.82025214603,1564.97374818428,1563.90205108889,1389.55762596645,4.70081816165703,121,1,2
60,0.5,30,5,gaussian06,CVaR-CR-SHP,2515.94398607966,2515.94398607966,2515.94398607966,2515.94398607966,2515.94398607966,521.577084228034,121,1,30
60,0.5,30,5,gaussian06,Mixed,2585.09952289117,2795.85506342814,2316.27931918881,2314.23482097259,2254.10127356557,241.666006879554,121,1,21
60,0.5,30,5,comonotone,Nominal,3337.86648831086,2787.08009498059,1285.51506342425,1285.51506342425,1285.51506342425,5.11895712529713,121,1,0
60,0.5,30,5,comonotone,CR-SHP,2772.94781674852,2792.19905210589,1389.55762596645,1389.55762596645,1389.55762596645,0,121,1,2
