n,gamma,k,seed,testMode,model,trainObj,testMean,cvar10,q05,worst,regretToBest,supportCR,supportTail,selectedCount
60,0.2,12,2,comonotone,CVaR-CR-SHP,1096.03170868932,1096.0317086893,1096.03170868932,1096.03170868932,1096.03170868932,124.577550380492,121,1,12
60,0.2,12,2,comonotone,Mixed,1123.56688339274,1154.38390852155,1006.43399707099,1006.43399707099,1006.43399707099,66.2253505482395,121,1,9
60,0.2,12,2,t_copula06,Nominal,1528.02049525056,1401.06842595105,758.690952024378,758.244503573486,598.594005587608,0,121,1,0
60,0.2,12,2,t_copula06,CR-SHP,1224.86822330395,1401.06842595105,758.690952024378,758.244503573486,598.594005587608,0,121,1,0
60,0.2,12,2,t_copula06,CVaR-CR-SHP,1096.03170868932,1096.0317086893,1096.03170868932,1096.03170868932,1096.03170868932,305.036717261744,121,1,12
60,0.2,12,2,t_copula06,Mixed,1123.56688339274,1214.78112648806,1071.32956761441,1077.44306392481,1006.43399707099,186.287299462988,121,1,9
60,0.2,12,2,adverse,Nominal,1528.02049525056,1224.86822330395,598.594005587608,598.594005587608,598.594005587608,0,121,1,0
60,0.2,12,2,adverse,CR-SHP,1224.86822330395,1224.86822330395,598.594005587608,598.594005587608,598.594005587608,0,121,1,0
60,0.2,12,2,adverse,CVaR-CR-SHP,1096.03170868932,1096.03170868932,1096.03170868932,1096.03170868932,1096.03170868932,128.836514614635,121,1,12
60,0.2,12,2,adverse,Mixed,1123.56688339274,1155.16917360415,1006.43399707099,1006.43399707099,1006.43399707099,69.6990496998055,121,1,9
60,0.2,12,3,independent,Nominal,1588.13119611688,1590.1416899601,1477.17116889285,1488.38206911313,1289.56002626116,0,121,1,0
60,0.2,12,3,independent,CR-SHP,1225.32887953693,1590.1416899601,1477.17116889285,1488.38206911313,1289.56002626116,0,121,1,0
60,0.2,12,3,independent,CVaR-CR-SHP,1072.74435655158,1072.74435655157,1072.74435655158,1072.74435655158,1072.74435655158,517.39733340853,121,1,12
60,0.2,12,3,independent,Mixed,1140.07686817744,1391.6593027999,1331.54539967155,1336.94239157622,1240.75781785283,198.482387160194,121,1,6
60,0.2,12,3,gaussian06,Nominal,1588.13119611688,1421.17873993504,748.869123310092,751.758088643283,622.846015826105,0,121,1,0
60,0.2,12,3,gaussian06,CR-SHP,1225.32887953693,1421.17873993504,748.869123310092,751.758088643283,622.846015826105,0,121,1,0
60,0.2,12,3,gaussian06,CVaR-CR-SHP,1072.74435655158,1072.74435655157,1072.74435655158,1072.74435655158,1072.74435655158,348.434383383472,121,1,12
60,0.2,12,3,gaussian06,Mixed,1140.07686817744,1306.47471780248,957.043945470401,957.931990211802,889.977139772718,114.704022132558,121,1,6
60,0.2,12,3,comonotone,Nominal,1588.13119611688,1233.2353765536,622.846015826106,622.846015826105,622.846015826105,0,121,1,0
60,0.2,12,3,comonotone,CR-SHP,1225.32887953693,1233.2353765536,622.846015826106,622.846015826105,622.846015826105,0,121,1,0
60,0.2,12,3,comonotone,CVaR-CR-SHP,1072.74435655158,1072.74435655157,1072.74435655158,1072.74435655158,1072.74435655158,160.491020002035,121,1,12
60,0.2,12,3,comonotone,Mixed,1140.07686817744,1182.63446069411,889.977139772717,889.977139772718,889.977139772718,50.6009158594898,121,1,6
60,0.2,12,3,t_copula06,Nominal,1588.13119611688,1432.32764624123,757.623932120501,756.886203050087,622.846015826105,0,121,1,0
60,0.2,12,3,t_copula06,CR-SHP,1225.32887953693,1432.32764624123,757.623932120501,756.886203050087,622.846015826105,0,121,1,0
60,0.2,12,3,t_copula06,CVaR-CR-SHP,1072.74435655158,1072.74435655157,1072.74435655158,1072.74435655158,1072.74435655158,359.583289689666,121,1,12
60,0.2,12,3,t_copula06,Mixed,1140.07686817744,1312.66383213594,962.405050472355,963.200759147856,889.977139772718,119.663814105287,121,1,6
60,0.2,12,3,adverse,Nominal,1588.13119611688,1225.32887953693,622.846015826105,622.846015826105,622.846015826105,0,121,1,0
60,0.2,12,3,adverse,CR-SHP,1225.32887953693,1225.32887953693,622.846015826105,622.846015826105,622.846015826105,0,121,1,0
