n,gamma,k,seed,alpha,beta,testMode,model,trainObj,testMean,cvar10,q05,worst,regretToBest,supportCR,supportTail,selectedCount
60,0.5,30,8,0.45,0.7,adverse,Mixed,2230.01653204548,2716.79444094531,1345.69812298983,1345.69812298983,1345.69812298983,49.5357696455462,121,60,2
60,0.5,30,9,0.45,0.7,independent,Nominal,3327.79516328452,3321.56949571555,2980.14584121178,3007.29407525548,2566.9088878779,0,121,54,0
60,0.5,30,9,0.45,0.7,independent,CR-SHP,2794.87603830284,3321.56949571555,2980.14584121178,3007.29407525548,2566.9088878779,0,121,54,0
60,0.5,30,9,0.45,0.7,independent,CVaR-CR-SHP,1977.08295366006,3013.21632233326,2743.02809379743,2760.80376741382,2395.53277216091,308.353173382289,121,54,8
60,0.5,30,9,0.45,0.7,independent,Mixed,2272.62200252043,3321.56949571555,2980.14584121178,3007.29407525548,2566.9088878779,0,121,54,0
60,0.5,30,9,0.45,0.7,gaussian06,Nominal,3327.79516328452,3091.31625467248,1681.95908493146,1673.17254421785,1555.35870070451,0,121,54,0
60,0.5,30,9,0.45,0.7,gaussian06,CR-SHP,2794.87603830284,3091.31625467248,1681.95908493146,1673.17254421785,1555.35870070451,0,121,54,0
60,0.5,30,9,0.45,0.7,gaussian06,CVaR-CR-SHP,1977.08295366006,2820.47382968562,1824.09199018084,1816.26951750475,1736.97259372273,270.842424986856,121,54,8
60,0.5,30,9,0.45,0.7,gaussian06,Mixed,2272.62200252043,3091.31625467248,1681.95908493146,1673.17254421785,1555.35870070451,0,121,54,0
60,0.5,30,9,0.45,0.7,comonotone,Nominal,3327.79516328452,2836.94515826185,1555.35870070451,1555.35870070451,1555.35870070451,0,121,54,0
60,0.5,30,9,0.45,0.7,comonotone,CR-SHP,2794.87603830284,2836.94515826185,1555.35870070451,1555.35870070451,1555.35870070451,0,121,54,0
60,0.5,30,9,0.45,0.7,comonotone,CVaR-CR-SHP,1977.08295366006,2618.60109018142,1736.97259372273,1736.97259372273,1736.97259372273,218.344068080426,121,54,8
60,0.5,30,9,0.45,0.7,comonotone,Mixed,2272.62200252043,2836.94515826185,1555.35870070451,1555.35870070451,1555.35870070451,0,121,54,0
60,0.5,30,9,0.45,0.7,t_copula06,Nominal,3327.79516328452,3085.95047665603,1692.63275970462,1685.17824041416,1555.35870070451,0,121,54,0
60,0.5,30,9,0.45,0.7,t_copula06,CR-SHP,2794.87603830284,3085.95047665603,1692.63275970462,1685.17824041416,1555.35870070451,0,121,54,0
60,0.5,30,9,0.45,0.7,t_copula06,CVaR-CR-SHP,1977.08295366006,2817.91816355514,1831.1756838968,1825.56109847806,1736.97259372273,268.03231310089,121,54,8
60,0.5,30,9,0.45,0.7,t_copula06,Mixed,2272.62200252043,3085.95047665603,1692.63275970462,1685.17824041416,1555.35870070451,0,121,54,0
60,0.5,30,9,0.45,0.7,adverse,Nominal,3327.79516328452,2794.87603830284,1555.35870070451,1555.35870070451,1555.35870070451,0,121,54,0
60,0.5,30,9,0.45,0.7,adverse,CR-SHP,2794.87603830284,2794.87603830284,1555.35870070451,1555.35870070451,1555.35870070451,0,121,54,0
60,0.5,30,9,0.45,0.7,adverse,CVaR-CR-SHP,1977.08295366006,2586.52733102124,1736.97259372273,1736.97259372273,1736.97259372273,208.348707281601,121,54,8
60,0.5,30,9,0.45,0.7,adverse,Mixed,2272.62200252043,2794.87603830284,1555.35870070451,1555.35870070451,1555.35870070451,0,121,54,0
60,0.5,30,10,0.45,0.7,independent,Nominal,3296.2503471776,3292.41036825958,2988.46110313672,3010.70995799217,2556.54261326603,0,121,53,0
60,0.5,30,10,0.45,0.7,independent,CR-SHP,2757.7161510097,3292.41036825958,2988.46110313672,3010.70995799217,2556.54261326603,0,121,53,0
60,0.5,30,10,0.45,0.7,independent,CVaR-CR-SHP,1960.69090808289,2999.17514504069,2769.45275344421,2788.48452681859,2423.69731657402,293.235223218895,121,53,8
60,0.5,30,10,0.45,0.7,independent,Mixed,2252.33808115961,3292.41036825958,2988.46110313672,3010.70995799217,2556.54261326603,0,121,53,0
60,0.5,30,10,0.45,0.7,gaussian06,Nominal,3296.2503471776,3025.4664144541,1629.05855454505,1633.94364714909,1455.94847879599,0,121,53,0
60,0.5,30,10,0.45,0.7,gaussian06,CR-SHP,2757.7161510097,3025.4664144541,1629.05855454505,1633.94364714909,1455.94847879599,0,121,53,0
60,0.5,30,10,0.45,0.7,gaussian06,CVaR-CR-SHP,1960.69090808289,2774.28159317332,1755.79646927948,1755.8721158809,1614.60667201991,251.184821280775,121,53,8
60,0.5,30,10,0.45,0.7,gaussian06,Mixed,2252.33808115961,3025.4664144541,1629.05855454505,1633.94364714909,1455.94847879599,0,121,53,0
60,0.5,30,10,0.45,0.7,comonotone,Nominal,3296.2503471776,2778.97425642833,1455.94847879599,1455.94847879599,1455.94847879599,0,121,53,0
60,0.5,30,10,0.45,0.7,comonotone,CR-SHP,2757.7161510097,2778.97425642833,1455.94847879599,1455.94847879599,1455.94847879599,0,121,53,0
60,0.5,30,10,0.45,0.7,comonotone,CVaR-CR-SHP,1960.69090808289,2575.30392200893,1614.60667201991,1614.60667201991,1614.60667201991,203.670334419399,121,53,8
60,0.5,30,10,0.45,0.7,comonotone,Mixed,2252.33808115961,2778.97425642833,1455.94847879599,1455.94847879599,1455.94847879599,0,121,53,0
60,0.5,30,10,0.45,0.7,t_copula06,Nominal,3296.2503471776,3026.00656984277,1592.1518344805,1576.55709736272,1455.94847879599,0,121,53,0
60,0.5,30,10,0.45,0.7,t_copula06,CR-SHP,2757.7161510097,3026.00656984277,1592.1518344805,1576.55709736272,1455.94847879599,0,121,53,0
60,0.5,30,10,0.45,0.7,t_copula06,CVaR-CR-SHP,1960.69090808289,2774.58819470882,1724.29552427128,1706.46938559642,1614.60667201991,251.418375133953,121,53,8
60,0.5,30,10,0.45,0.7,t_copula06,Mixed,2252.33808115961,3026.00656984277,1592.1518344805,1576.55709736272,1455.94847879599,0,121,53,0
60,0.5,30,10,0.45,0.7,adverse,Nominal,3296.2503471776,2757.7161510097,1455.94847879599,1455.94847879599,1455.94847879599,0,121,53,0
60,0.5,30,10,0.45,0.7,adverse,CR-SHP,2757.7161510097,2757.7161510097,1455.94847879599,1455.94847879599,1455.94847879599,0,121,53,0
60,0.5,30,10,0.45,0.7,adverse,CVaR-CR-SHP,1960.69090808289,2558.27727977971,1614.60667201991,1614.60667201991,1614.60667201991,199.438871229988,121,53,8
60,0.5,30,10,0.45,0.7,adverse,Mixed,2252.33808115961,2757.7161510097,1455.94847879599,1455.94847879599,1455.94847879599,0,121,53,0
