n,gamma,k,seed,testMode,model,trainObj,testMean,cvar10,q05,worst,regretToBest,supportCR,supportTail,selectedCount
100,0.2,20,2,independent,CVaR-CR-SHP,1392.79566783615,1392.79566783619,1392.79566783615,1392.79566783615,1392.79566783615,852.000073504108,201,2,20
100,0.2,20,2,independent,Mixed,1787.12569324355,2244.7957413403,2118.24417867849,2124.63750304518,1978.74909556945,0,201,2,0
100,0.2,20,2,gaussian06,Nominal,2244.59471417695,2099.46923258993,1445.54469294546,1445.1901824348,1329.65667231016,0,201,2,0
100,0.2,20,2,gaussian06,CR-SHP,1935.03773652277,2099.46923258993,1445.54469294546,1445.1901824348,1329.65667231016,0,201,2,0
100,0.2,20,2,gaussian06,CVaR-CR-SHP,1392.79566783615,1392.79566783619,1392.79566783615,1392.79566783615,1392.79566783615,706.67356475374,201,2,20
100,0.2,20,2,gaussian06,Mixed,1787.12569324355,2099.46923258993,1445.54469294546,1445.1901824348,1329.65667231016,0,201,2,0
100,0.2,20,2,comonotone,Nominal,2244.59471417695,1941.95815161238,1329.65667231015,1329.65667231016,1329.65667231016,0,201,2,0
100,0.2,20,2,comonotone,CR-SHP,1935.03773652277,1941.95815161238,1329.65667231015,1329.65667231016,1329.65667231016,0,201,2,0
100,0.2,20,2,comonotone,CVaR-CR-SHP,1392.79566783615,1392.79566783619,1392.79566783615,1392.79566783615,1392.79566783615,549.162483776191,201,2,20
100,0.2,20,2,comonotone,Mixed,1787.12569324355,1941.95815161238,1329.65667231015,1329.65667231016,1329.65667231016,0,201,2,0
100,0.2,20,2,t_copula06,Nominal,2244.59471417695,2108.67412646471,1449.10387449637,1451.52174607745,1329.65667231016,0,201,2,0
100,0.2,20,2,t_copula06,CR-SHP,1935.03773652277,2108.67412646471,1449.10387449637,1451.52174607745,1329.65667231016,0,201,2,0
100,0.2,20,2,t_copula06,CVaR-CR-SHP,1392.79566783615,1392.79566783619,1392.79566783615,1392.79566783615,1392.79566783615,715.878458628518,201,2,20
100,0.2,20,2,t_copula06,Mixed,1787.12569324355,2108.67412646471,1449.10387449637,1451.52174607745,1329.65667231016,0,201,2,0
100,0.2,20,3,independent,Nominal,2189.80246980631,2188.81422892264,2082.63640884149,2090.52971365739,1962.65706592306,0,201,2,0
100,0.2,20,3,independent,CR-SHP,1938.21688911593,2188.81422892264,2082.63640884149,2090.52971365739,1962.65706592306,0,201,2,0
100,0.2,20,3,independent,CVaR-CR-SHP,1397.58838825439,1397.5883882544,1397.5883882544,1397.58838825439,1397.58838825439,791.225840668241,201,2,20
100,0.2,20,3,independent,Mixed,1783.17382854588,2188.81422892264,2082.63640884149,2090.52971365739,1962.65706592306,0,201,2,0
100,0.2,20,3,gaussian06,Nominal,2189.80246980631,2075.7362886136,1520.54960959968,1524.10730818012,1376.53965271298,0,201,2,0
100,0.2,20,3,gaussian06,CR-SHP,1938.21688911593,2075.7362886136,1520.54960959968,1524.10730818012,1376.53965271298,0,201,2,0
100,0.2,20,3,gaussian06,CVaR-CR-SHP,1397.58838825439,1397.5883882544,1397.5883882544,1397.58838825439,1397.58838825439,678.147900359195,201,2,20
100,0.2,20,3,gaussian06,Mixed,1783.17382854588,2075.7362886136,1520.54960959968,1524.10730818012,1376.53965271298,0,201,2,0
100,0.2,20,3,comonotone,Nominal,2189.80246980631,1964.89792305101,1376.53965271298,1376.53965271298,1376.53965271298,0,201,2,0
100,0.2,20,3,comonotone,CR-SHP,1938.21688911593,1964.89792305101,1376.53965271298,1376.53965271298,1376.53965271298,0,201,2,0
100,0.2,20,3,comonotone,CVaR-CR-SHP,1397.58838825439,1397.5883882544,1397.5883882544,1397.58838825439,1397.58838825439,567.309534796606,201,2,20
100,0.2,20,3,comonotone,Mixed,1783.17382854588,1964.89792305101,1376.53965271298,1376.53965271298,1376.53965271298,0,201,2,0
100,0.2,20,3,t_copula06,Nominal,2189.80246980631,2079.88133102604,1531.25674411792,1536.51396096523,1376.53965271298,0,201,2,0
100,0.2,20,3,t_copula06,CR-SHP,1938.21688911593,2079.88133102604,1531.25674411792,1536.51396096523,1376.53965271298,0,201,2,0
100,0.2,20,3,t_copula06,CVaR-CR-SHP,1397.58838825439,1397.5883882544,1397.5883882544,1397.58838825439,1397.58838825439,682.292942771643,201,2,20
100,0.2,20,3,t_copula06,Mixed,1783.17382854588,2079.88133102604,1531.25674411792,1536.51396096523,1376.53965271298,0,201,2,0
100,0.2,20,4,independent,Nominal,2276.94506474887,2275.6579308195,2146.24962668975,2155.5262063166,1999.50651036676,0,201,2,0
100,0.2,20,4,independent,CR-SHP,1998.2817013498,2275.6579308195,2146.24962668975,2155.5262063166,1999.50651036676,0,201,2,0
100,0.2,20,4,independent,CVaR-CR-SHP,1450.34686165883,1450.34686165885,1450.34686165883,1450.34686165883,1450.34686165883,825.311069160649,201,2,20
100,0.2,20,4,independent,Mixed,1860.26286908388,2275.6579308195,2146.24962668975,2155.5262063166,1999.50651036676,0,201,2,0
100,0.2,20,4,gaussian06,Nominal,2276.94506474887,2148.84439422017,1561.0131340843,1568.00182915956,1442.68979858072,0,201,2,0
100,0.2,20,4,gaussian06,CR-SHP,1998.2817013498,2148.84439422017,1561.0131340843,1568.00182915956,1442.68979858072,0,201,2,0
100,0.2,20,4,gaussian06,CVaR-CR-SHP,1450.34686165883,1450.34686165885,1450.34686165883,1450.34686165883,1450.34686165883,698.497532561322,201,2,20
100,0.2,20,4,gaussian06,Mixed,1860.26286908388,2148.84439422017,1561.0131340843,1568.00182915956,1442.68979858072,0,201,2,0
100,0.2,20,4,comonotone,Nominal,2276.94506474887,2009.19108958201,1442.68979858072,1442.68979858072,1442.68979858072,0,201,2,0
100,0.2,20,4,comonotone,CR-SHP,1998.2817013498,2009.19108958201,1442.68979858072,1442.68979858072,1442.68979858072,0,201,2,0
100,0.2,20,4,comonotone,CVaR-CR-SHP,1450.34686165883,1450.34686165885,1450.34686165883,1450.34686165883,1450.34686165883,558.844227923168,201,2,20
100,0.2,20,4,comonotone,Mixed,1860.26286908388,2009.19108958201,1442.68979858072,1442.68979858072,1442.68979858072,0,201,2,0
100,0.2,20,4,t_copula06,Nominal,2276.94506474887,2152.30309685595,1544.20013225368,1547.59618196922,1442.68979858072,0,201,2,0
100,0.2,20,4,t_copula06,CR-SHP,1998.2817013498,2152.30309685595,1544.20013225368,1547.59618196922,1442.68979858072,0,201,2,0
100,0.2,20,4,t_copula06,CVaR-CR-SHP,1450.34686165883,1450.34686165885,1450.34686165883,1450.34686165883,1450.34686165883,701.956235197105,201,2,20
100,0.2,20,4,t_copula06,Mixed,1860.26286908388,2152.30309685595,1544.20013225368,1547.59618196922,1442.68979858072,0,201,2,0
100,0.2,20,5,independent,Nominal,2255.37894854183,2253.9948367277,2138.38906429212,2145.68187473287,1974.6671881288,0,201,2,0
100,0.2,20,5,independent,CR-SHP,1992.85819508036,2253.9948367277,2138.38906429212,2145.68187473287,1974.6671881288,0,201,2,0
100,0.2,20,5,independent,CVaR-CR-SHP,1452.04295868899,1452.04295868897,1452.04295868899,1452.04295868899,1452.04295868899,801.951878038726,201,2,20
100,0.2,20,5,independent,Mixed,1848.11256462587,2253.9948367277,2138.38906429212,2145.68187473287,1974.6671881288,0,201,2,0
100,0.2,20,5,gaussian06,Nominal,2255.37894854183,2128.709597504,1576.38060361077,1581.91651538597,1440.8461807099,0,201,2,0
100,0.2,20,5,gaussian06,CR-SHP,1992.85819508036,2128.709597504,1576.38060361077,1581.91651538597,1440.8461807099,0,201,2,0
100,0.2,20,5,gaussian06,CVaR-CR-SHP,1452.04295868899,1452.04295868897,1452.04295868899,1452.04295868899,1452.04295868899,676.666638815023,201,2,20
100,0.2,20,5,gaussian06,Mixed,1848.11256462587,2128.709597504,1576.38060361077,1581.91651538597,1440.8461807099,0,201,2,0
100,0.2,20,5,comonotone,Nominal,2255.37894854183,2003.42094927391,1440.8461807099,1440.8461807099,1440.8461807099,0,201,2,0
100,0.2,20,5,comonotone,CR-SHP,1992.85819508036,2003.42094927391,1440.8461807099,1440.8461807099,1440.8461807099,0,201,2,0
100,0.2,20,5,comonotone,CVaR-CR-SHP,1452.04295868899,1452.04295868897,1452.04295868899,1452.04295868899,1452.04295868899,551.377990584935,201,2,20
100,0.2,20,5,comonotone,Mixed,1848.11256462587,2003.42094927391,1440.8461807099,1440.8461807099,1440.8461807099,0,201,2,0
100,0.2,20,5,t_copula06,Nominal,2255.37894854183,2134.62732667256,1563.53163223725,1568.46453945096,1440.8461807099,0,201,2,0
100,0.2,20,5,t_copula06,CR-SHP,1992.85819508036,2134.62732667256,1563.53163223725,1568.46453945096,1440.8461807099,0,201,2,0
100,0.2,20,5,t_copula06,CVaR-CR-SHP,1452.04295868899,1452.04295868897,1452.04295868899,1452.04295868899,1452.04295868899,682.584367983584,201,2,20
100,0.2,20,5,t_copula06,Mixed,1848.11256462587,2134.62732667256,1563.53163223725,1568.46453945096,1440.8461807099,0,201,2,0
100,0.2,20,6,independent,Nominal,2252.38718490413,2255.11278303025,2135.01880487664,2142.32219079799,1989.87525110937,0,201,1,0
100,0.2,20,6,independent,CR-SHP,1979.66469212382,2255.11278303025,2135.01880487664,2142.32219079799,1989.87525110937,0,201,1,0
100,0.2,20,6,independent,CVaR-CR-SHP,1548.381822367,2255.11278303025,2135.01880487664,2142.32219079799,1989.87525110937,0,201,1,0
100,0.2,20,6,independent,Mixed,1900.38450363557,2255.11278303025,2135.01880487664,2142.32219079799,1989.87525110937,0,201,1,0
100,0.2,20,6,gaussian06,Nominal,2252.38718490413,2126.36617171896,1620.82295178069,1623.29245672772,1548.381822367,0,201,1,0
100,0.2,20,6,gaussian06,CR-SHP,1979.66469212382,2126.36617171896,1620.82295178069,1623.29245672772,1548.381822367,0,201,1,0
100,0.2,20,6,gaussian06,CVaR-CR-SHP,1548.381822367,2126.36617171896,1620.82295178069,1623.29245672772,1548.381822367,0,201,1,0
100,0.2,20,6,gaussian06,Mixed,1900.38450363557,2126.36617171896,1620.82295178069,1623.29245672772,1548.381822367,0,201,1,0
100,0.2,20,6,comonotone,Nominal,2252.38718490413,1998.57471676464,1548.381822367,1548.381822367,1548.381822367,0,201,1,0
100,0.2,20,6,comonotone,CR-SHP,1979.66469212382,1998.57471676464,1548.381822367,1548.381822367,1548.381822367,0,201,1,0
100,0.2,20,6,comonotone,CVaR-CR-SHP,1548.381822367,1998.57471676464,1548.381822367,1548.381822367,1548.381822367,0,201,1,0
100,0.2,20,6,comonotone,Mixed,1900.38450363557,1998.57471676464,1548.381822367,1548.381822367,1548.381822367,0,201,1,0
100,0.2,20,6,t_copula06,Nominal,2252.38718490413,2131.93309028285,1618.04940763726,1618.45351181227,1548.381822367,0,201,1,0
100,0.2,20,6,t_copula06,CR-SHP,1979.66469212382,2131.93309028285,1618.04940763726,1618.45351181227,1548.381822367,0,201,1,0
100,0.2,20,6,t_copula06,CVaR-CR-SHP,1548.381822367,2131.93309028285,1618.04940763726,1618.45351181227,1548.381822367,0,201,1,0
100,0.2,20,6,t_copula06,Mixed,1900.38450363557,2131.93309028285,1618.04940763726,1618.45351181227,1548.381822367,0,201,1,0
100,0.2,20,7,independent,Nominal,2240.7612443814,2242.45444099512,2119.77204860093,2128.07549350159,1992.47316701963,0,201,1,0
100,0.2,20,7,independent,CR-SHP,1980.93333189578,2242.45444099512,2119.77204860093,2128.07549350159,1992.47316701963,0,201,1,0
100,0.2,20,7,independent,CVaR-CR-SHP,1444.87258451398,2242.45444099512,2119.77204860093,2128.07549350159,1992.47316701963,0,201,1,0
100,0.2,20,7,independent,Mixed,1842.81691444769,2242.45444099512,2119.77204860093,2128.07549350159,1992.47316701963,0,201,1,0
100,0.2,20,7,gaussian06,Nominal,2240.7612443814,2111.39939024623,1554.20457688228,1559.15355245172,1444.87258451398,0,201,1,0
100,0.2,20,7,gaussian06,CR-SHP,1980.93333189578,2111.39939024623,1554.20457688228,1559.15355245172,1444.87258451398,0,201,1,0
100,0.2,20,7,gaussian06,CVaR-CR-SHP,1444.87258451398,2111.39939024623,1554.20457688228,1559.15355245172,1444.87258451398,0,201,1,0
100,0.2,20,7,gaussian06,Mixed,1842.81691444769,2111.39939024623,1554.20457688228,1559.15355245172,1444.87258451398,0,201,1,0
100,0.2,20,7,comonotone,Nominal,2240.7612443814,2004.20657626438,1444.87258451398,1444.87258451398,1444.87258451398,0,201,1,0
100,0.2,20,7,comonotone,CR-SHP,1980.93333189578,2004.20657626438,1444.87258451398,1444.87258451398,1444.87258451398,0,201,1,0
100,0.2,20,7,comonotone,CVaR-CR-SHP,1444.87258451398,2004.20657626438,1444.87258451398,1444.87258451398,1444.87258451398,0,201,1,0
100,0.2,20,7,comonotone,Mixed,1842.81691444769,2004.20657626438,1444.87258451398,1444.87258451398,1444.87258451398,0,201,1,0
100,0.2,20,7,t_copula06,Nominal,2240.7612443814,2125.51977029516,1558.32781853713,1562.14149270376,1444.87258451398,0,201,1,0
100,0.2,20,7,t_copula06,CR-SHP,1980.93333189578,2125.51977029516,1558.32781853713,1562.14149270376,1444.87258451398,0,201,1,0
100,0.2,20,7,t_copula06,CVaR-CR-SHP,1444.87258451398,2125.51977029516,1558.32781853713,1562.14149270376,1444.87258451398,0,201,1,0
100,0.2,20,7,t_copula06,Mixed,1842.81691444769,2125.51977029516,1558.32781853713,1562.14149270376,1444.87258451398,0,201,1,0
100,0.2,20,8,independent,Nominal,2250.58773590845,2252.99880787875,2135.92461710725,2142.8677449345,2008.05215713756,0,201,2,0
100,0.2,20,8,independent,CR-SHP,1980.04790940703,2252.99880787875,2135.92461710725,2142.8677449345,2008.05215713756,0,201,2,0
100,0.2,20,8,independent,CVaR-CR-SHP,1419.38873571952,1419.3887357195,1419.38873571952,1419.38873571952,1419.38873571952,833.610072159244,201,2,20
100,0.2,20,8,independent,Mixed,1811.10407552332,2252.99880787875,2135.92461710725,2142.8677449345,2008.05215713756,0,201,2,0
100,0.2,20,8,gaussian06,Nominal,2250.58773590845,2122.80240890315,1512.1568096362,1519.4079069588,1362.45077498264,0,201,2,0
100,0.2,20,8,gaussian06,CR-SHP,1980.04790940703,2122.80240890315,1512.1568096362,1519.4079069588,1362.45077498264,0,201,2,0
100,0.2,20,8,gaussian06,CVaR-CR-SHP,1419.38873571952,1419.3887357195,1419.38873571952,1419.38873571952,1419.38873571952,703.41367318365,201,2,20
100,0.2,20,8,gaussian06,Mixed,1811.10407552332,2122.80240890315,1512.1568096362,1519.4079069588,1362.45077498264,0,201,2,0
100,0.2,20,8,comonotone,Nominal,2250.58773590845,1986.09420135419,1362.45077498264,1362.45077498264,1362.45077498264,0,201,2,0
100,0.2,20,8,comonotone,CR-SHP,1980.04790940703,1986.09420135419,1362.45077498264,1362.45077498264,1362.45077498264,0,201,2,0
100,0.2,20,8,comonotone,CVaR-CR-SHP,1419.38873571952,1419.3887357195,1419.38873571952,1419.38873571952,1419.38873571952,566.70546563469,201,2,20
100,0.2,20,8,comonotone,Mixed,1811.10407552332,1986.09420135419,1362.45077498264,1362.45077498264,1362.45077498264,0,201,2,0
100,0.2,20,8,t_copula06,Nominal,2250.58773590845,2128.5795901357,1509.75358777896,1519.17810143795,1362.45077498264,0,201,2,0
100,0.2,20,8,t_copula06,CR-SHP,1980.04790940703,2128.5795901357,1509.75358777896,1519.17810143795,1362.45077498264,0,201,2,0
100,0.2,20,8,t_copula06,CVaR-CR-SHP,1419.38873571952,1419.3887357195,1419.38873571952,1419.38873571952,1419.38873571952,709.190854416199,201,2,20
100,0.2,20,8,t_copula06,Mixed,1811.10407552332,2128.5795901357,1509.75358777896,1519.17810143795,1362.45077498264,0,201,2,0
100,0.2,20,9,independent,Nominal,2210.06701791346,2210.52084339972,2091.24677095462,2100.30598591351,1981.50108813271,0,201,2,0
100,0.2,20,9,independent,CR-SHP,1968.67400998979,2210.52084339972,2091.24677095462,2100.30598591351,1981.50108813271,0,201,2,0
100,0.2,20,9,independent,CVaR-CR-SHP,1424.62277254351,1424.62277254347,1424.62277254351,1424.62277254351,1424.62277254351,785.898070856241,201,2,20
100,0.2,20,9,independent,Mixed,1799.70547954367,2210.52084339972,2091.24677095462,2100.30598591351,1981.50108813271,0,201,2,0
100,0.2,20,9,gaussian06,Nominal,2210.06701791346,2084.67581235922,1534.23194688154,1542.78584316358,1389.24396780631,0,201,2,0
100,0.2,20,9,gaussian06,CR-SHP,1968.67400998979,2084.67581235922,1534.23194688154,1542.78584316358,1389.24396780631,0,201,2,0
100,0.2,20,9,gaussian06,CVaR-CR-SHP,1424.62277254351,1424.62277254347,1424.62277254351,1424.62277254351,1424.62277254351,660.053039815744,201,2,20
100,0.2,20,9,gaussian06,Mixed,1799.70547954367,2084.67581235922,1534.23194688154,1542.78584316358,1389.24396780631,0,201,2,0
100,0.2,20,9,comonotone,Nominal,2210.06701791346,1992.22366216423,1389.24396780631,1389.24396780631,1389.24396780631,0,201,2,0
100,0.2,20,9,comonotone,CR-SHP,1968.67400998979,1992.22366216423,1389.24396780631,1389.24396780631,1389.24396780631,0,201,2,0
100,0.2,20,9,comonotone,CVaR-CR-SHP,1424.62277254351,1424.62277254347,1424.62277254351,1424.62277254351,1424.62277254351,567.600889620756,201,2,20
